id,name,location,href,company,gbfs_href,system,source,ebikes,license,scooters,instances
ambici-hospitalet-de-llobregat,Ambici,"{'latitude': 41.3631, 'longitude': 2.1126, 'city': 'Hospitalet de Llobregat', 'country': 'ES'}",/v2/networks/ambici-hospitalet-de-llobregat,"['Nextbike GmbH', 'TIER Mobility SE', 'Transports Metropolitans de Barcelona', 'Projectes i Serveis de Mobilitat S.A']",https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_bs/gbfs.json,Ambici,,,,,
ambici-molins-de-rei,Ambici,"{'latitude': 41.4132, 'longitude': 2.02037, 'city': 'Molins de Rei', 'country': 'ES'}",/v2/networks/ambici-molins-de-rei,"['Nextbike GmbH', 'TIER Mobility SE', 'Transports Metropolitans de Barcelona', 'Projectes i Serveis de Mobilitat S.A']",https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_bs/gbfs.json,Ambici,,,,,
ambici-sant-adria-de-besos,Ambici,"{'latitude': 41.43073, 'longitude': 2.21855, 'city': 'Sant Adrià de Besòs', 'country': 'ES'}",/v2/networks/ambici-sant-adria-de-besos,"['Nextbike GmbH', 'TIER Mobility SE', 'Transports Metropolitans de Barcelona', 'Projectes i Serveis de Mobilitat S.A']",https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_bs/gbfs.json,Ambici,,,,,
ambici-sant-boi-de-llobregat,Ambici,"{'latitude': 41.3458, 'longitude': 2.03404, 'city': 'Sant Boi de Llobregat', 'country': 'ES'}",/v2/networks/ambici-sant-boi-de-llobregat,"['Nextbike GmbH', 'TIER Mobility SE', 'Transports Metropolitans de Barcelona', 'Projectes i Serveis de Mobilitat S.A']",https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_bs/gbfs.json,Ambici,,,,,
ambici-sant-feliu-de-llobregat,Ambici,"{'latitude': 41.38333, 'longitude': 2.05, 'city': 'Sant Feliu de Llobregat', 'country': 'ES'}",/v2/networks/ambici-sant-feliu-de-llobregat,"['Nextbike GmbH', 'TIER Mobility SE', 'Transports Metropolitans de Barcelona', 'Projectes i Serveis de Mobilitat S.A']",https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_bs/gbfs.json,Ambici,,,,,
ambici-sant-joan-despi,Ambici,"{'latitude': 41.368, 'longitude': 2.05635, 'city': 'Sant Joan Despí', 'country': 'ES'}",/v2/networks/ambici-sant-joan-despi,"['Nextbike GmbH', 'TIER Mobility SE', 'Transports Metropolitans de Barcelona', 'Projectes i Serveis de Mobilitat S.A']",https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_bs/gbfs.json,Ambici,,,,,
ambici-sant-just-desvern,Ambici,"{'latitude': 41.3807, 'longitude': 2.07496, 'city': 'Sant Just Desvern', 'country': 'ES'}",/v2/networks/ambici-sant-just-desvern,"['Nextbike GmbH', 'TIER Mobility SE', 'Transports Metropolitans de Barcelona', 'Projectes i Serveis de Mobilitat S.A']",https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_bs/gbfs.json,Ambici,,,,,
ambici-santa-coloma-de-gramenet,Ambici,"{'latitude': 41.4459, 'longitude': 2.21033, 'city': 'Santa Coloma de Gramenet', 'country': 'ES'}",/v2/networks/ambici-santa-coloma-de-gramenet,"['Nextbike GmbH', 'TIER Mobility SE', 'Transports Metropolitans de Barcelona', 'Projectes i Serveis de Mobilitat S.A']",https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_bs/gbfs.json,Ambici,,,,,
ambici-viladecans,Ambici,"{'latitude': 41.3165, 'longitude': 2.01306, 'city': 'Viladecans', 'country': 'ES'}",/v2/networks/ambici-viladecans,"['Nextbike GmbH', 'TIER Mobility SE', 'Transports Metropolitans de Barcelona', 'Projectes i Serveis de Mobilitat S.A']",https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_bs/gbfs.json,Ambici,,,,,
andria,Andria in Bici,"{'latitude': 41.224346932834, 'longitude': 16.296983922753956, 'city': 'Andria', 'country': 'IT'}",/v2/networks/andria,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=192,,,,
aral,Aral,"{'latitude': 40.5577, 'longitude': 81.2879, 'city': '阿拉尔市 (Aral)', 'country': 'CN'}",/v2/networks/aral,['阿克苏公共服务'],,,,,,,
arbike,ARbike,"{'latitude': 43.473333, 'longitude': 11.87, 'city': 'Arezzo', 'country': 'IT'}",/v2/networks/arbike,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=84,,,,
arriva-nitra,Arriva,"{'latitude': 48.3088, 'longitude': 18.0783, 'city': 'Nitra', 'country': 'SK'}",/v2/networks/arriva-nitra,['Nextbike GmbH'],,,,,,,
arval-scandicci,ARVAL,"{'latitude': 43.7701, 'longitude': 11.1592, 'city': 'Scandicci', 'country': 'IT'}",/v2/networks/arval-scandicci,['Nextbike GmbH'],,Nextbike,,,,,
ascoli-piceno,Ascoli Piceno,"{'latitude': 42.85, 'longitude': 13.583333, 'city': 'Ascoli Piceno', 'country': 'IT'}",/v2/networks/ascoli-piceno,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=73,,,,
athens-bikes,AthensBikes,"{'latitude': 37.9838, 'longitude': 23.7275, 'city': 'Athens', 'country': 'GR'}",/v2/networks/athens-bikes,"['Brainbox Technology', 'Smoove SAS']",,EasyBike,,,,,
auxrmlevelo,AuxR_M le vélo,"{'latitude': 47.797221, 'longitude': 3.572376, 'city': 'Auxerre', 'country': 'FR'}",/v2/networks/auxrmlevelo,['Fifteen SAS'],,Fifteen,,,,,
avelo-quebec,àVélo,"{'latitude': 46.81305, 'longitude': -71.2168, 'city': 'Québec', 'country': 'CA'}",/v2/networks/avelo-quebec,['PBSC Urban Solutions'],https://quebec.publicbikesystem.net/customer/gbfs/v2/gbfs.json,,,,,,
aventura,Aventura BCycle,"{'latitude': 25.95711, 'longitude': -80.1395, 'city': 'Aventura, FL', 'country': 'US'}",/v2/networks/aventura,"['BCycle, LLC']",https://gbfs.bcycle.com/bcycle_aventura/gbfs.json,BCycle,,,,,
aviles-en-bici,Avilés en Bici,"{'latitude': 43.5554, 'longitude': -5.9222, 'city': 'Avilés', 'country': 'ES'}",/v2/networks/aviles-en-bici,['Instituto Tecnológico de Castilla y León (ITCL)'],,bicicard,,,,,
aw-bike,AW-bike Ahrweiler,"{'latitude': 50.5452, 'longitude': 7.1212, 'city': 'Ahrweiler', 'country': 'DE'}",/v2/networks/aw-bike,['nextbike GmbH'],https://gbfs.nextbike.net/maps/gbfs/v2/nextbike_rh/gbfs.json,,,,,,
baksi-antalya,Baksi,"{'latitude': 36.862048, 'longitude': 30.638866, 'city': 'Antalya', 'country': 'TR'}",/v2/networks/baksi-antalya,['Baksi Bike Sharing System'],,Baksi,,,,,
baksi-cabis,Çabis,"{'latitude': 40.1531, 'longitude': 26.4146, 'city': 'Çanakkale', 'country': 'TR'}",/v2/networks/baksi-cabis,['Baksi Bike Sharing System'],,Baksi,,,,,
baksi-nilesplit,Nilesplit,"{'latitude': 40.2127, 'longitude': 28.9627, 'city': 'Nilüfer', 'country': 'TR'}",/v2/networks/baksi-nilesplit,['Baksi Bike Sharing System'],,Baksi,,,,,
batumvelo,Batumvelo,"{'latitude': 41.660906, 'longitude': 41.678835, 'city': 'Batumi', 'country': 'GE'}",/v2/networks/batumvelo,['Smoove'],,Smoove,,,,,
bay-wheels,Bay Wheels,"{'latitude': 37.7141454, 'longitude': -122.25, 'city': 'San Francisco Bay Area, CA', 'country': 'US'}",/v2/networks/bay-wheels,['Motivate LLC'],https://gbfs.baywheels.com/gbfs/gbfs.json,,,,,,
bealler,Pedaleando por Aller (BeALLER),"{'latitude': 43.1482, 'longitude': -5.6295, 'city': 'Aller', 'country': 'ES'}",/v2/networks/bealler,['Instituto Tecnológico de Castilla y León (ITCL)'],,bicicard,,,,,
belfastbikes-belfast,BelfastBikes,"{'latitude': 54.5969, 'longitude': -5.92918, 'city': 'Belfast', 'country': 'GB'}",/v2/networks/belfastbikes-belfast,['Nextbike GmbH'],,Nextbike,,,,,
bentonville,Bentonville BCycle,"{'latitude': 36.3605, 'longitude': -94.1996, 'city': 'Bentonville, AR', 'country': 'US'}",/v2/networks/bentonville,"['BCycle, LLC']",https://gbfs.bcycle.com/bcycle_bentonville/gbfs.json,BCycle,,,,,
bergen-bysykkel,Bysykkel,"{'latitude': 60.391263, 'longitude': 5.322054, 'city': 'Bergen', 'country': 'NO'}",/v2/networks/bergen-bysykkel,['Urban Sharing AS'],https://gbfs.urbansharing.com/bergenbysykkel.no/gbfs.json,,,,,,
bergisches-e-bike,Bergisches e-Bike,"{'latitude': 51.0192, 'longitude': 7.18025, 'city': 'Bergisches e-Bike', 'country': 'DE'}",/v2/networks/bergisches-e-bike,['Nextbike GmbH'],,Nextbike,,,,,
beryl-bcp,"Beryl - Bournemouth, Christchurch and Poole","{'latitude': 50.7196, 'longitude': -1.8734, 'city': 'Bournemouth, Christchurch and Poole', 'country': 'GB'}",/v2/networks/beryl-bcp,['Beryl'],https://gbfs.beryl.cc/v2_2/BCP/gbfs.json,,,,,,
beryl-brighton,Beryl - Brighton,"{'latitude': 50.8222, 'longitude': -0.1403, 'city': 'Brighton', 'country': 'GB'}",/v2/networks/beryl-brighton,['Beryl'],https://gbfs.beryl.cc/v2_2/Brighton/gbfs.json,,,,,,
beryl-cornwall,Beryl - Cornwall,"{'latitude': 50.2616, 'longitude': -5.051, 'city': 'Cornwall', 'country': 'GB'}",/v2/networks/beryl-cornwall,['Beryl'],https://gbfs.beryl.cc/v2_2/Cornwall/gbfs.json,,,,,,
beryl-dorchester-weymouth-portland,"Beryl - Dorchester, Weymouth and Portland","{'latitude': 50.6085, 'longitude': -2.454, 'city': 'Dorchester, Weymouth and Portland', 'country': 'GB'}",/v2/networks/beryl-dorchester-weymouth-portland,['Beryl'],https://gbfs.beryl.cc/v2_2/Weymouth/gbfs.json,,,,,,
beryl-eastleigh,Beryl - Eastleigh,"{'latitude': 50.9691, 'longitude': -1.3603, 'city': 'Eastleigh', 'country': 'GB'}",/v2/networks/beryl-eastleigh,['Beryl'],https://gbfs.beryl.cc/v2_2/Eastleigh/gbfs.json,,,,,,
beryl-greater-manchester,Beryl - Greater Manchester,"{'latitude': 53.4795, 'longitude': -2.2436, 'city': 'Greater Manchester', 'country': 'GB'}",/v2/networks/beryl-greater-manchester,['Beryl'],https://gbfs.beryl.cc/v2_2/Greater_Manchester/gbfs.json,,,,,,
beryl-guildford,Beryl - Guildford,"{'latitude': 51.2397, 'longitude': -0.5764, 'city': 'Guildford', 'country': 'GB'}",/v2/networks/beryl-guildford,['Beryl'],https://gbfs.beryl.cc/v2_2/Guildford/gbfs.json,,,,,,
beryl-hereford,Beryl - Hereford,"{'latitude': 52.0549, 'longitude': -2.7156, 'city': 'Hereford', 'country': 'GB'}",/v2/networks/beryl-hereford,['Beryl'],https://gbfs.beryl.cc/v2_2/Hereford/gbfs.json,,,,,,
beryl-hertsmere,Beryl - Hertsmere,"{'latitude': 51.6577, 'longitude': -0.2695, 'city': 'Hertsmere', 'country': 'GB'}",/v2/networks/beryl-hertsmere,['Beryl'],https://gbfs.beryl.cc/v2_2/Hertsmere/gbfs.json,,,,,,
beryl-leeds,Beryl - Leeds,"{'latitude': 53.7971, 'longitude': -1.5438, 'city': 'Leeds', 'country': 'GB'}",/v2/networks/beryl-leeds,['Beryl'],https://gbfs.beryl.cc/v2_2/Leeds/gbfs.json,,,,,,
beryl-norwich,Beryl - Norwich,"{'latitude': 52.6288, 'longitude': 1.2934, 'city': 'Norwich', 'country': 'GB'}",/v2/networks/beryl-norwich,['Beryl'],https://gbfs.beryl.cc/v2_2/Norwich/gbfs.json,,,,,,
beryl-plymouth,Beryl - Plymouth,"{'latitude': 50.3714, 'longitude': -4.1421, 'city': 'Plymouth', 'country': 'GB'}",/v2/networks/beryl-plymouth,['Beryl'],https://gbfs.beryl.cc/v2_2/Plymouth/gbfs.json,,,,,,
beryl-stevenage,Beryl - Stevenage,"{'latitude': 51.9059, 'longitude': -0.1905, 'city': 'Stevenage', 'country': 'GB'}",/v2/networks/beryl-stevenage,['Beryl'],https://gbfs.beryl.cc/v2_2/Stevenage/gbfs.json,,,,,,
beryl-watford,Beryl - Watford,"{'latitude': 51.6556, 'longitude': -0.3953, 'city': 'Watford', 'country': 'GB'}",/v2/networks/beryl-watford,['Beryl'],https://gbfs.beryl.cc/v2_2/Watford/gbfs.json,,,,,,
beryl-west-midlands,Beryl - West Midlands,"{'latitude': 52.4798, 'longitude': -1.9014, 'city': 'West Midlands', 'country': 'GB'}",/v2/networks/beryl-west-midlands,['Beryl'],https://gbfs.beryl.cc/v2_2/West_Midlands/gbfs.json,,,,,,
beryl-worcester,Beryl - Worcester,"{'latitude': 52.1912, 'longitude': -2.2206, 'city': 'Worcester', 'country': 'GB'}",/v2/networks/beryl-worcester,['Beryl'],https://gbfs.beryl.cc/v2_2/Worcester/gbfs.json,,,,,,
bia,BIA,"{'latitude': 40.8599, 'longitude': -8.6246, 'city': 'Ovar', 'country': 'PT'}",/v2/networks/bia,"['Município de Ovar', 'Share2Go - Mobilidade Partilhada, Sociedade Unipessoal Lda']",,,,True,,,
bianzone-in-bici,Bianzone in Bici,"{'latitude': 46.188197, 'longitude': 10.109354, 'city': 'Bianzone', 'country': 'IT'}",/v2/networks/bianzone-in-bici,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=147,,,,
biba,BiBa,"{'latitude': 38.878, 'longitude': -6.9701, 'city': 'Badajoz', 'country': 'ES'}",/v2/networks/biba,['Instituto Tecnológico de Castilla y León (ITCL)'],,bicicard,,,,,
bibo,BIBO,"{'latitude': 40.4125, 'longitude': -3.8909, 'city': 'Boadilla del Monte', 'country': 'ES'}",/v2/networks/bibo,['Movilidad Urbana Sostenible SLU'],,,,,,,
bici-bolzano,Bici Bolzano,"{'latitude': 46.49, 'longitude': 11.3401, 'city': 'Bolzano', 'country': 'IT'}",/v2/networks/bici-bolzano,['Ecospazio Logiss S.r.l.'],,,,,,,
bici-co,BICI&CO,"{'latitude': 45.8080597, 'longitude': 9.0851765, 'city': 'Como', 'country': 'IT'}",/v2/networks/bici-co,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=157,,,,
bici-ferrol-terra,BiciFerrolTerra,"{'latitude': 43.4896, 'longitude': -8.2193, 'city': 'Ferrol - Narón', 'country': 'ES'}",/v2/networks/bici-ferrol-terra,"['2K SYSTEMS, S.L.', 'Bike Works Naron']",,,,,,,
bici-in-busto,Bici in Busto,"{'latitude': 45.610555, 'longitude': 8.852062, 'city': 'Busto Arsizio', 'country': 'IT'}",/v2/networks/bici-in-busto,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=66,,,,
bici-perugia,Bici Perugia,"{'latitude': 43.1107168, 'longitude': 12.3908279, 'city': 'Perugia', 'country': 'IT'}",/v2/networks/bici-perugia,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=122,,,,
bicialcazar,BiciAlcázar,"{'latitude': 39.3901, 'longitude': -3.2101, 'city': 'Alcázar de San Juan', 'country': 'ES'}",/v2/networks/bicialcazar,['Instituto Tecnológico de Castilla y León (ITCL)'],,bicicard,,,,,
biciarousa,BiciArousa,"{'latitude': 42.5521, 'longitude': -8.8666, 'city': 'A Illa de Arousa', 'country': 'ES'}",/v2/networks/biciarousa,['Instituto Tecnológico de Castilla y León (ITCL)'],,bicicard,,,,,
biciarteixo,biciArteixo,"{'latitude': 43.3053, 'longitude': -8.5069, 'city': 'Arteixo', 'country': 'ES'}",/v2/networks/biciarteixo,"['Servizos Urbanos Municipais de Arteixo, S. A.']",,Nextbike,,,,,
bicibur,BiciBur,"{'latitude': 42.34392, 'longitude': -3.69697, 'city': 'Burgos', 'country': 'ES'}",/v2/networks/bicibur,['Instituto Tecnológico de Castilla y León (ITCL)'],,,,,,,
bicicas,Bicicas,"{'latitude': 39.9856, 'longitude': -0.0389, 'city': 'Castelló de la Plana', 'country': 'ES'}",/v2/networks/bicicas,"['Maquiver S.L.U.', 'Ajuntament de Castelló de la Plana']",,,,,,,
bicicletar,Bicicletar,"{'latitude': -3.7321944, 'longitude': -38.510347, 'city': 'Fortaleza', 'country': 'BR'}",/v2/networks/bicicletar,"['Mobilicidade Tecnologia LTD', 'Grupo Serttel LTDA']",,Samba,,,,,
bicicorunha,Bicicoruña,"{'latitude': 43.3623, 'longitude': -8.4115, 'city': 'A Coruña', 'country': 'ES'}",/v2/networks/bicicorunha,['PBSC Urban Solutions'],https://acoruna.publicbikesystem.net/customer/gbfs/v2/gbfs.json,,,,,,
bicicuenca,Bici Pública Cuenca,"{'latitude': -2.897, 'longitude': -79.0038, 'city': 'Cuenca', 'country': 'EC'}",/v2/networks/bicicuenca,"['Mobilicidade Tecnologia LTD', 'Grupo Serttel LTDA']",,Samba,,,,,
bicielx,Bicielx,"{'latitude': 38.2665, 'longitude': -0.7, 'city': 'Elx', 'country': 'ES'}",/v2/networks/bicielx,"['Promociones e Iniciativas Municipales de Elche, S.A.']",,,,,,,
bicikelj,Bicikelj,"{'latitude': 46.05645089999999, 'longitude': 14.5080702, 'city': 'Ljubljana', 'country': 'SI'}",/v2/networks/bicikelj,['JCDecaux'],,Cyclocity,https://developer.jcdecaux.com,,"{'name': 'Open Licence', 'url': 'https://developer.jcdecaux.com/#/opendata/licence'}",,
bicilog,BiciLog,"{'latitude': 42.4658, 'longitude': -2.4402, 'city': 'Logroño', 'country': 'ES'}",/v2/networks/bicilog,['Nextbike GmbH'],,Nextbike,,,,,
bicimad,BiciMAD,"{'latitude': 40.4168, 'longitude': -3.7038, 'city': 'Madrid', 'country': 'ES'}",/v2/networks/bicimad,"['Empresa Municipal de Transportes de Madrid, S.A.']",,bicimad,https://mobilitylabs.emtmadrid.es/,,,,
bicimia,bicimia,"{'latitude': 45.5378, 'longitude': 10.2173, 'city': 'Brescia', 'country': 'IT'}",/v2/networks/bicimia,['Comunicare S.r.l.'],,Bicincittà,https://bicimia.bresciamobilita.it/frmLeStazioni.aspx?ID=40,,,,
bicimislata,BiciMislata,"{'latitude': 39.4763, 'longitude': -0.4182, 'city': 'Mislata', 'country': 'ES'}",/v2/networks/bicimislata,"['Movilidad Urbana Sostenible, S.L']",,Nextbike,,,,,
bicincitta-acquarica-del-capo,Bicincittà,"{'latitude': 39.9144573, 'longitude': 18.2450324, 'city': 'Acquarica del Capo', 'country': 'IT'}",/v2/networks/bicincitta-acquarica-del-capo,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=146,,,,
bicincitta-acquaviva-delle-fonti,Bicincittà,"{'latitude': 40.9303721, 'longitude': 16.8414374, 'city': 'Acquaviva delle fonti', 'country': 'IT'}",/v2/networks/bicincitta-acquaviva-delle-fonti,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=160,,,,
bicincitta-alghero,Bicincittà,"{'latitude': 40.5579517, 'longitude': 8.319294900000001, 'city': 'Alghero', 'country': 'IT'}",/v2/networks/bicincitta-alghero,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=237,,,,
bicincitta-assemini,Bicincittà,"{'latitude': 39.28956306007679, 'longitude': 9.006601555294765, 'city': 'Assemini', 'country': 'IT'}",/v2/networks/bicincitta-assemini,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=205,,,,
bicincitta-borgarello,Bicincittà,"{'latitude': 45.23963753440171, 'longitude': 9.136150475640875, 'city': 'Borgarello', 'country': 'IT'}",/v2/networks/bicincitta-borgarello,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=208,,,,
bicincitta-brancaleone,Bicincittà,"{'latitude': 37.9679084, 'longitude': 16.0757749, 'city': 'Brancaleone', 'country': 'IT'}",/v2/networks/bicincitta-brancaleone,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=104,,,,
bicincitta-carrara,Bicincittà,"{'latitude': 44.07731805550891, 'longitude': 10.097172450401331, 'city': 'Carrara', 'country': 'IT'}",/v2/networks/bicincitta-carrara,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=211,,,,
bicincitta-casaletto-spartano,Bicincittà,"{'latitude': 40.1532801, 'longitude': 15.6211479, 'city': 'Casaletto Spartano', 'country': 'IT'}",/v2/networks/bicincitta-casaletto-spartano,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=199,,,,
bicincitta-castel-guelfo-the-style-outlets,Bicincittà,"{'latitude': 44.4328527, 'longitude': 11.6750857, 'city': 'Castel Guelfo di Bologna', 'country': 'IT'}",/v2/networks/bicincitta-castel-guelfo-the-style-outlets,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=233,,,,
bicincitta-cesena,Mi Muovo in bici,"{'latitude': 44.1396438, 'longitude': 12.2464292, 'city': 'Cesena', 'country': 'IT'}",/v2/networks/bicincitta-cesena,['Comunicare S.r.l.'],,Bicincittà,http://www.mimuovoinbici.it/frmLeStazioni.aspx?ID=120,,,,
bicincitta-cisterna-di-latina,Bicincittà,"{'latitude': 41.5754029, 'longitude': 12.8284772, 'city': 'Cisterna di Latina', 'country': 'IT'}",/v2/networks/bicincitta-cisterna-di-latina,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=217,,,,
bicincitta-costa-blu,Costa Blu,"{'latitude': 42.5009, 'longitude': 14.1282, 'city': 'Montesilvano', 'country': 'IT'}",/v2/networks/bicincitta-costa-blu,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=268,,,,
bicincitta-elmas,Bicincittà,"{'latitude': 39.2634329, 'longitude': 9.0515805, 'city': 'Elmas', 'country': 'IT'}",/v2/networks/bicincitta-elmas,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=218,,,,
bicincitta-ente-parco-del-circeo,Bicincittà,"{'latitude': 41.3151015, 'longitude': 13.0330782, 'city': 'Parco Nazionale del Circeo', 'country': 'IT'}",/v2/networks/bicincitta-ente-parco-del-circeo,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=135,,,,
bicincitta-ente-parco-di-montemarcello-magra,Bicincittà,"{'latitude': 44.1143897, 'longitude': 9.9635986, 'city': 'Ente Parco Montemarcello Magra', 'country': 'IT'}",/v2/networks/bicincitta-ente-parco-di-montemarcello-magra,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=132,,,,
